date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/mï¿?,PAR (ï¿½mol/mï¿?s),max. PAR (ï¿½mol/mï¿?s),Tlog (degC),OT
2020/1/28 23:00,973.53,2.23,277.51,-2.99,68.29,7.17,4.9,2.27,3.14,5.03,1229.16,3.45,5.65,211.1,0,0,0,0,0,11.72,419.7
2020/1/28 23:10,973.6,2.4,277.68,-2.96,67.55,7.26,4.91,2.36,3.14,5.04,1228.47,3.59,6.65,212.9,0,0,0,0,0,11.68,419.7
2020/1/28 23:20,973.78,2.53,277.8,-2.86,67.43,7.33,4.94,2.39,3.16,5.08,1228.09,3.09,6.31,212.8,0,0,0,0,0,11.65,419.7
2020/1/28 23:30,973.86,2.68,277.94,-2.65,67.76,7.41,5.02,2.39,3.21,5.16,1227.49,5.46,9.09,208,0,0,0,0,0,11.65,419.6
2020/1/28 23:40,973.96,2.72,277.97,-2.44,68.67,7.43,5.1,2.33,3.27,5.24,1227.4,5.38,8.13,212.5,0,0,0,0,0,11.68,419.8
2020/1/28 23:50,973.97,2.63,277.88,-2.25,70.1,7.38,5.18,2.21,3.31,5.32,1227.78,5.59,7.25,210.8,0,0,0,0,0,11.69,419.8
2020/1/29 0:00,974.1,2.52,277.76,-2.1,71.4,7.33,5.23,2.1,3.35,5.37,1228.4,4.29,7.53,209.8,0,0,0,0,0,11.7,420.1
2020/1/29 0:10,974.07,2.51,277.75,-2.02,71.9,7.32,5.26,2.06,3.37,5.4,1228.41,4.1,6.25,210.7,0,0,0,0,0,11.7,420.2
2020/1/29 0:20,973.98,2.48,277.73,-1.97,72.3,7.31,5.28,2.02,3.38,5.42,1228.4,2.85,4.61,210.8,0,0,0,0,0,11.7,420
2020/1/29 0:30,973.83,2.51,277.77,-2.04,71.8,7.32,5.26,2.06,3.36,5.4,1228.11,3.16,5.37,212,0,0,0,0,0,11.74,419.6
2020/1/29 0:40,973.93,2.52,277.77,-2.18,71,7.33,5.2,2.12,3.33,5.34,1228.2,3.43,5.41,219.4,0,0,0,0,0,11.8,419.3
2020/1/29 0:50,973.99,2.43,277.68,-2.29,70.9,7.28,5.16,2.12,3.3,5.3,1228.71,3.4,6.03,216.2,0,0,0,0,0,11.86,419.3
2020/1/29 1:00,973.96,2.36,277.61,-2.35,70.9,7.24,5.14,2.11,3.29,5.27,1228.99,4.28,6.47,215,0,0,0,0,0,11.89,419.3
2020/1/29 1:10,973.9,2.18,277.43,-2.38,71.7,7.15,5.13,2.02,3.28,5.26,1229.74,3.88,6.49,216.3,0,0,0,0,0,11.88,419.3
2020/1/29 1:20,973.97,2.01,277.25,-2.43,72.3,7.06,5.11,1.96,3.27,5.24,1230.6,3.72,6.35,219.8,0,0,0,0,0,11.83,419.3
2020/1/29 1:30,974.07,1.89,277.12,-2.47,72.7,7,5.09,1.91,3.26,5.23,1231.27,4.38,6.15,217.7,0,0,0,0,0,11.76,419.5
2020/1/29 1:40,974.21,1.67,276.89,-2.53,73.5,6.89,5.07,1.83,3.24,5.2,1232.42,3.45,5.57,211.7,0,0,0,0,0,11.67,419.9
2020/1/29 1:50,974.27,1.56,276.78,-2.51,74.2,6.84,5.08,1.76,3.25,5.21,1232.98,3.4,6.17,214,0,0,0,0,0,11.57,419.9
2020/1/29 2:00,974.29,1.66,276.88,-2.33,74.7,6.89,5.15,1.74,3.29,5.28,1232.53,4.89,7.09,213.5,0,0,0,0,0,11.48,419.7
2020/1/29 2:10,974.44,1.92,277.12,-2.13,74.4,7.02,5.22,1.8,3.34,5.36,1231.54,5.18,8.49,214.6,0,0,0,0,0,11.39,419.4
2020/1/29 2:20,974.61,2,277.2,-2.07,74.3,7.06,5.25,1.81,3.35,5.38,1231.36,4.26,6.17,212.6,0,0,0,0,0,11.3,419.5
2020/1/29 2:30,974.75,1.94,277.12,-2.09,74.5,7.03,5.24,1.79,3.35,5.37,1231.83,3.41,4.85,216.5,0,0,0,0,0,11.24,419.8
2020/1/29 2:40,974.76,1.82,276.99,-2.16,74.8,6.97,5.21,1.76,3.33,5.35,1232.4,2.9,5.29,224.6,0,0,0,0,0,11.2,419.8
2020/1/29 2:50,974.76,1.76,276.94,-2.21,74.8,6.94,5.19,1.75,3.32,5.33,1232.65,2.81,4.17,225.9,0,0,0,0,0,11.19,419.8
2020/1/29 3:00,974.69,1.58,276.76,-2.28,75.4,6.85,5.16,1.68,3.3,5.3,1233.39,2.61,4.41,216.5,0,0,0,0,0,11.18,419.9
2020/1/29 3:10,974.65,1.45,276.63,-2.33,75.8,6.78,5.14,1.64,3.29,5.28,1233.94,3.26,4.39,214.6,0,0,0,0,0,11.18,420.1
2020/1/29 3:20,974.68,1.32,276.5,-2.38,76.3,6.72,5.13,1.59,3.28,5.26,1234.59,2.55,3.73,214.1,0,0,0,0,0,11.15,420
2020/1/29 3:30,974.68,1.27,276.45,-2.36,76.6,6.7,5.13,1.57,3.28,5.26,1234.78,3.12,5.11,212.5,0,0,0,0,0,11.13,420.7
2020/1/29 3:40,974.76,1.31,276.48,-2.3,76.8,6.71,5.16,1.56,3.3,5.29,1234.72,2.96,4.65,215.6,0,0,0,0,0,11.1,420.5
2020/1/29 3:50,974.76,1.54,276.72,-2.19,76.1,6.83,5.2,1.63,3.32,5.33,1233.65,3.3,5.13,214.4,0,0,0,0,0,11.1,420.2
2020/1/29 4:00,974.86,1.8,276.97,-2.11,75.2,6.96,5.23,1.73,3.34,5.37,1232.61,3.39,4.97,214.8,0,0,0,0,0,11.11,419.9
2020/1/29 4:10,974.93,1.88,277.04,-2.06,75,7,5.25,1.75,3.36,5.38,1232.32,3.01,4.61,212.9,0,0,0,0,0,11.16,420.1
2020/1/29 4:20,975,1.91,277.06,-1.93,75.6,7.01,5.3,1.71,3.39,5.44,1232.26,2.65,5.13,215.3,0,50,0,0,0,11.23,420
2020/1/29 4:30,974.97,1.87,277.03,-1.91,75.9,6.99,5.31,1.69,3.39,5.44,1232.38,3.13,4.79,215,0,0,0,0,0,11.3,420
2020/1/29 4:40,974.98,1.88,277.04,-1.94,75.7,7,5.3,1.7,3.39,5.43,1232.37,3.13,4.69,216.7,0,0,0,0,0,11.38,420.1
2020/1/29 4:50,975.04,1.98,277.13,-1.82,75.8,7.05,5.34,1.71,3.41,5.48,1231.97,5.24,9.17,214.7,0,0,0,0,0,11.46,420.3
2020/1/29 5:00,975.18,2.13,277.28,-1.5,76.8,7.12,5.47,1.65,3.5,5.61,1231.4,5.62,7.69,215.4,0,30,0,0,0,11.52,419.8
2020/1/29 5:10,975.29,1.91,277.05,-1.34,78.9,7.01,5.53,1.48,3.54,5.67,1232.49,3.8,6.05,220.2,0,0,0,0,0,11.53,420
2020/1/29 5:20,975.35,1.89,277.02,-1.27,79.5,7,5.57,1.44,3.56,5.71,1232.67,4.64,7.29,218.9,0,0,0,0,0,11.49,420
2020/1/29 5:30,975.43,1.86,276.98,-1.29,79.5,6.99,5.56,1.43,3.55,5.7,1232.89,3.53,6.29,209.6,0,0,0,0,0,11.45,420.4
2020/1/29 5:40,975.56,1.87,276.98,-1.28,79.5,6.99,5.56,1.43,3.55,5.7,1233.01,2.94,5.05,197.9,0,0,0,0,0,11.42,421.5
2020/1/29 5:50,975.8,1.99,277.08,-1.3,78.7,7.05,5.55,1.5,3.55,5.69,1232.78,2.8,4.37,193.1,0,0,0,0,0,11.4,421.4
2020/1/29 6:00,975.95,1.97,277.05,-1.27,79,7.04,5.56,1.48,3.55,5.7,1233.05,2.96,5.53,199.2,0,0,0,0,0,11.41,421.8
2020/1/29 6:10,975.98,1.96,277.04,-1.16,79.7,7.04,5.61,1.43,3.58,5.75,1233.11,3.49,6.05,201.6,0,0,0,0,0,11.44,421.7
2020/1/29 6:20,976.16,1.93,277,-1.07,80.4,7.02,5.65,1.38,3.61,5.79,1233.45,3.54,5.61,201.3,0,0,0,0,0,11.49,421.7
2020/1/29 6:30,976.27,1.88,276.93,-1.07,80.7,7,5.65,1.35,3.6,5.78,1233.84,3.54,5.91,195.1,0,0,0,0,0,11.53,422
2020/1/29 6:40,976.29,1.83,276.88,-1.15,80.5,6.97,5.61,1.36,3.58,5.75,1234.08,2.18,4.63,217.8,0,0,0,0,0,11.56,421.9
2020/1/29 6:50,976.47,1.83,276.87,-1.2,80.2,6.97,5.59,1.38,3.57,5.73,1234.33,1.06,2.24,239.2,0,0,0,0,0,11.59,421.4
2020/1/29 7:00,976.59,2.06,277.09,-1.15,79.2,7.09,5.61,1.47,3.58,5.75,1233.44,0.99,3.49,178.4,0,0,0,0,0,11.63,421.7
2020/1/29 7:10,976.72,2.27,277.29,-1.19,77.8,7.2,5.6,1.6,3.57,5.73,1232.66,0.6,1.56,218.1,0,0,0,0,0,11.69,421.8
2020/1/29 7:20,976.89,2.27,277.28,-1.2,77.7,7.2,5.59,1.6,3.57,5.72,1232.88,0.94,2.52,229.7,0,0,0,0,0,11.79,421.9
2020/1/29 7:30,977.02,2.37,277.37,-1.23,77,7.25,5.58,1.67,3.56,5.71,1232.59,1.36,2.48,203.6,0,0,0,0,0,11.91,421.9
2020/1/29 7:40,977.11,2.45,277.44,-1.24,76.5,7.29,5.58,1.71,3.56,5.71,1232.38,1.81,3.01,207.9,0,0,0,0,0,12.06,422.9
2020/1/29 7:50,977.2,2.47,277.46,-1.33,75.9,7.3,5.54,1.76,3.53,5.67,1232.4,1.35,2.68,230.3,0,0,0,1.54,2.51,12.21,421.9
2020/1/29 8:00,977.24,2.54,277.52,-1.37,75.3,7.33,5.52,1.81,3.52,5.65,1232.17,1.72,3.97,212.4,0,0,1.21,2.9,3.09,12.36,421.9
2020/1/29 8:10,977.26,2.72,277.7,-1.5,73.6,7.43,5.47,1.96,3.49,5.6,1231.39,3.6,5.37,209.2,0,0,2.01,5.41,7.72,12.5,421.5
2020/1/29 8:20,977.33,2.81,277.79,-1.54,72.9,7.48,5.45,2.03,3.48,5.58,1231.08,3.39,5.57,204.9,0,0,5.23,15.25,21.04,12.62,421.6
2020/1/29 8:30,977.42,2.86,277.83,-1.57,72.5,7.51,5.44,2.06,3.47,5.57,1230.98,3.6,5.37,203.9,0,0,7.24,17.95,19.31,12.72,421.8
2020/1/29 8:40,977.57,2.91,277.87,-1.62,72,7.53,5.42,2.11,3.46,5.55,1230.96,3.92,6.07,207.8,0,0,7.44,19.11,22.2,12.78,421.2
2020/1/29 8:50,977.77,2.94,277.88,-1.59,72,7.55,5.43,2.11,3.46,5.56,1231.09,4.45,6.57,210,0,0,15.69,35.33,42.66,12.83,421
2020/1/29 9:00,977.88,2.94,277.87,-1.59,72,7.55,5.43,2.11,3.46,5.56,1231.22,3.98,6.69,209.8,0,0,23.74,51.35,63.51,12.86,421.3
2020/1/29 9:10,977.97,3.03,277.96,-1.58,71.6,7.6,5.44,2.16,3.47,5.56,1230.93,4.46,7.13,208.5,0,0,25.35,55.02,61.58,12.88,421.1
2020/1/29 9:20,977.99,3.09,278.02,-1.5,71.7,7.63,5.47,2.16,3.49,5.59,1230.66,4.72,7.35,205.3,0,0,37.22,78.19,113.71,12.88,421.5
2020/1/29 9:30,978.1,3.18,278.1,-1.43,71.6,7.68,5.5,2.18,3.5,5.62,1230.38,5.81,7.73,207.4,0,0,49.9,102.12,113.71,12.89,420.9
2020/1/29 9:40,978.26,3.21,278.12,-1.42,71.5,7.7,5.5,2.19,3.51,5.63,1230.45,4.99,7.23,210.2,0,0,50.3,104.63,111.2,12.9,421
2020/1/29 9:50,978.33,3.22,278.12,-1.35,71.8,7.7,5.53,2.17,3.52,5.65,1230.48,3.69,5.53,212.8,0,0,46.68,98.07,126.45,12.9,421
2020/1/29 10:00,978.33,3.23,278.13,-1.24,72.4,7.71,5.58,2.13,3.55,5.7,1230.43,3.89,5.53,210.5,0,0,91.35,183.78,218.34,12.91,421.4
2020/1/29 10:10,978.45,3.37,278.25,-1.14,72.2,7.78,5.62,2.16,3.58,5.74,1229.96,4.75,6.83,211.3,0,0,89.34,181.27,212.93,12.95,420.7
2020/1/29 10:20,978.53,3.44,278.32,-1.06,72.3,7.82,5.65,2.17,3.6,5.78,1229.73,4.37,6.21,209,0,0,62.37,131.47,164.67,13.01,420.7
2020/1/29 10:30,978.67,3.46,278.33,-1.02,72.4,7.83,5.67,2.16,3.61,5.79,1229.8,3.67,6.85,216.8,0,0,62.58,133.2,161.39,13.08,420.5
2020/1/29 10:40,978.89,3.5,278.35,-1.05,72,7.85,5.65,2.2,3.6,5.78,1229.91,3.84,6.21,218.9,0,0,59.15,126.83,139.19,13.14,420.1
2020/1/29 10:50,979.01,3.6,278.45,-1.09,71.3,7.91,5.64,2.27,3.59,5.76,1229.6,3.05,5.77,218.2,0,0,60.76,130.31,169.69,13.22,420.2
2020/1/29 11:00,979.18,3.75,278.59,-1.13,70.3,8,5.62,2.38,3.58,5.74,1229.15,3.42,6.13,226.5,0,0,75.65,159.46,187.45,13.3,419.8
2020/1/29 11:10,979.33,3.85,278.67,-1.21,69.42,8.05,5.59,2.46,3.56,5.71,1228.91,4.44,7.45,217.4,0,0,58.75,127.8,147.49,13.38,419.8
2020/1/29 11:20,979.43,3.76,278.57,-1.13,70.3,8,5.62,2.38,3.58,5.74,1229.43,3.92,6.13,217.1,0,0,69.82,150.58,182.43,13.46,419.8
2020/1/29 11:30,979.44,3.86,278.67,-1.05,70.2,8.06,5.65,2.4,3.6,5.77,1229,3.77,6.61,220.7,0,0,146.88,300.97,406.95,13.53,419.6
2020/1/29 11:40,979.52,4.13,278.93,-0.91,69.58,8.21,5.71,2.5,3.64,5.83,1227.87,3.13,5.17,226.1,0,0,161.57,327.8,429.15,13.61,419.3
2020/1/29 11:50,979.48,4.2,279.01,-1,68.77,8.25,5.68,2.58,3.61,5.79,1227.51,3.45,5.73,218.6,0,0,146.48,300.77,439.96,13.71,419.1
2020/1/29 12:00,979.42,4.24,279.06,-1.05,68.34,8.28,5.66,2.62,3.6,5.78,1227.27,4.45,7.09,215.4,0,0,172.84,346.14,497.68,13.83,418.8
2020/1/29 12:10,979.32,4.25,279.07,-1.11,68,8.28,5.63,2.65,3.58,5.75,1227.12,4.56,7.01,219.6,0,0,120.93,250,272.78,13.98,418.6
2020/1/29 12:20,979.34,4.26,279.08,-1.24,67.32,8.28,5.58,2.71,3.55,5.69,1227.15,3.64,5.97,227.4,0,0,108.25,225.48,240.93,14.1,418.4
2020/1/29 12:30,979.4,4.33,279.15,-1.43,66.04,8.33,5.5,2.83,3.5,5.62,1226.91,4.29,7.09,223,0,0,105.43,220.08,249.81,14.2,418.3
2020/1/29 12:40,979.41,4.4,279.21,-1.51,65.34,8.37,5.47,2.9,3.48,5.58,1226.66,3.31,6.39,221,0,0,135.21,280.5,309.65,14.27,418
2020/1/29 12:50,979.41,4.41,279.23,-1.63,64.68,8.38,5.42,2.96,3.45,5.53,1226.62,5.1,8.45,216.8,0,0,109.46,225.87,309.85,14.34,417.9
2020/1/29 13:00,979.44,4.35,279.16,-1.77,64.31,8.34,5.36,2.98,3.41,5.48,1226.96,5.11,7.89,216.4,0,0,79.68,168.53,194.79,14.41,417.8
2020/1/29 13:10,979.44,4.36,279.17,-1.96,63.36,8.35,5.29,3.06,3.37,5.4,1226.94,4.34,7.09,221.8,0,0,95.77,200,227.03,14.44,417.6
2020/1/29 13:20,979.5,4.44,279.25,-2.05,62.61,8.39,5.25,3.14,3.34,5.36,1226.7,3.56,8.03,222.3,0,0,102.01,210.81,235.91,14.44,417.3
2020/1/29 13:30,979.45,4.47,279.28,-2.16,61.93,8.41,5.21,3.2,3.31,5.32,1226.51,6,8.89,215.3,0,0,110.87,227.99,256.18,14.44,417.4
2020/1/29 13:40,979.43,4.53,279.34,-2.19,61.56,8.45,5.2,3.25,3.31,5.31,1226.23,5.59,8.41,216.1,0,0,109.66,223.17,245.95,14.44,417.1
2020/1/29 13:50,979.41,4.54,279.35,-2.25,61.22,8.45,5.17,3.28,3.29,5.28,1226.18,5.47,9.61,219.7,0,0,87.12,179.15,184.94,14.43,417.1
2020/1/29 14:00,979.41,4.54,279.35,-2.22,61.37,8.45,5.19,3.26,3.3,5.29,1226.18,4.94,8.87,217.7,0,0,85.92,179.15,191.31,14.41,417.2
2020/1/29 14:10,979.43,4.55,279.36,-2.08,61.97,8.46,5.24,3.22,3.33,5.35,1226.13,3.69,6.53,229.1,0,0,108.85,222.78,260.62,14.39,417
2020/1/29 14:20,979.37,4.64,279.46,-2,61.94,8.51,5.27,3.24,3.36,5.38,1225.62,2.92,5.57,221.1,0,0,113.88,230.5,249.81,14.39,417.3
2020/1/29 14:30,979.31,4.74,279.57,-2.02,61.42,8.57,5.27,3.31,3.35,5.38,1225.11,2.56,6.29,229.7,0,0,139.44,277.99,407.72,14.43,417.2
2020/1/29 14:40,979.32,4.91,279.74,-2.09,60.37,8.68,5.24,3.44,3.33,5.35,1224.38,4.03,6.33,227.5,0,0,151.91,304.83,470.08,14.5,417.2
2020/1/29 14:50,979.34,5.04,279.87,-1.93,60.53,8.75,5.3,3.46,3.37,5.41,1223.81,3.74,7.41,224.8,0,0,146.48,297.49,542.86,14.62,417.2
2020/1/29 15:00,979.49,5.08,279.9,-1.9,60.51,8.78,5.31,3.47,3.38,5.42,1223.81,4.36,7.21,228.9,0,0,132.39,267.37,471.04,14.75,417.2
2020/1/29 15:10,979.66,5.1,279.9,-1.83,60.73,8.79,5.34,3.45,3.4,5.45,1223.95,3.83,8.89,230,0,0,137.42,270.08,435.52,14.87,417.4
2020/1/29 15:20,979.79,4.96,279.75,-1.71,61.85,8.71,5.39,3.32,3.43,5.5,1224.67,3.22,6.41,226.9,0,0,64.59,135.91,162.16,14.98,417.4
2020/1/29 15:30,979.91,4.87,279.64,-1.63,62.67,8.65,5.42,3.23,3.45,5.53,1225.24,3.33,5.41,226.9,0,0,86.52,172.97,327.41,15.08,417.5
2020/1/29 15:40,979.99,4.86,279.64,-1.56,63,8.65,5.45,3.2,3.46,5.56,1225.34,3,7.03,223.8,0,0,95.37,172.78,268.92,15.16,417.7
2020/1/29 15:50,980.19,5.28,280.04,-1.31,62.33,8.9,5.55,3.35,3.53,5.66,1223.69,2.4,4.99,227.7,0,0,99.8,162.55,209.07,15.23,417.8
2020/1/29 16:00,980.27,5.14,279.89,-1.34,62.78,8.82,5.53,3.28,3.52,5.65,1224.43,3.95,7.51,233.5,0,0,64.19,113.32,158.3,15.33,417.6
2020/1/29 16:10,980.35,5.06,279.8,-1.29,63.41,8.76,5.56,3.21,3.53,5.67,1224.88,2.87,6.25,223.8,0,0,69.01,117.95,153.28,15.46,418
2020/1/29 16:20,980.41,4.77,279.5,-1.32,64.56,8.59,5.54,3.04,3.52,5.66,1226.24,2.02,3.85,227.9,0,0,50.91,94.4,100.19,15.57,418.2
2020/1/29 16:30,980.56,4.65,279.37,-1.29,65.23,8.52,5.56,2.96,3.53,5.67,1226.95,1.88,4.73,241,0,0,38.83,68.53,90.93,15.65,418
2020/1/29 16:40,980.7,4.52,279.24,-1.26,65.97,8.44,5.57,2.87,3.54,5.68,1227.67,3.51,6.11,235.8,0,0,14.29,32.05,46.33,15.72,418.2
2020/1/29 16:50,980.84,4.34,279.04,-1.21,67.08,8.33,5.59,2.74,3.55,5.7,1228.66,1.96,4.35,242.4,0,0,5.23,15.25,19.69,15.74,418.3
2020/1/29 17:00,981,4.22,278.9,-1.24,67.49,8.26,5.58,2.69,3.54,5.68,1229.4,2.7,5.25,249.8,0,0,4.83,11.2,13.32,15.7,418.3
2020/1/29 17:10,981.09,4.04,278.72,-1.18,68.63,8.16,5.6,2.56,3.56,5.71,1230.28,3.26,8.01,246.5,0,0,1.01,4.05,6.95,15.61,418.5
2020/1/29 17:20,981.14,3.88,278.55,-1.13,69.67,8.07,5.62,2.45,3.57,5.73,1231.04,3.07,5.81,241.6,0,0,0,0,2.51,15.48,418.8
2020/1/29 17:30,981.2,3.76,278.43,-1.11,70.4,8,5.63,2.37,3.58,5.74,1231.65,2.58,6.01,245,0,0,0,0,0,15.3,418.8
2020/1/29 17:40,981.32,3.69,278.35,-1.1,70.8,7.96,5.64,2.32,3.58,5.74,1232.12,3.01,5.69,248.8,0,0,0,0,0,15.1,418.9
2020/1/29 17:50,981.5,3.66,278.31,-1.08,71,7.95,5.64,2.3,3.58,5.75,1232.46,2.13,6.37,249.5,0,0,0,0,0,14.9,419
2020/1/29 18:00,981.6,3.63,278.26,-1.13,70.9,7.93,5.62,2.31,3.57,5.73,1232.74,2.56,4.85,234.7,0,0,0,0,0,14.7,419
2020/1/29 18:10,981.73,3.64,278.26,-1.13,70.9,7.93,5.62,2.31,3.57,5.73,1232.87,1.29,3.08,236.5,0,0,0,0,0,14.53,419.4
2020/1/29 18:20,981.86,3.61,278.22,-1.2,70.7,7.91,5.6,2.32,3.55,5.7,1233.18,2.08,3.85,237.6,0,0,0,0,0,14.39,419.1
2020/1/29 18:30,982.1,3.68,278.27,-1.28,69.9,7.95,5.56,2.39,3.53,5.66,1233.2,3.33,6.97,248.2,0,0,0,0,0,14.28,418.9
2020/1/29 18:40,982.24,3.75,278.33,-1.35,69.2,7.99,5.53,2.46,3.51,5.63,1233.06,3.12,5.37,240.4,0,0,0,0,0,14.2,418.8
2020/1/29 18:50,982.27,3.74,278.32,-1.39,69.05,7.99,5.52,2.47,3.5,5.61,1233.16,3.15,6.29,241.7,0,0,0,0,0,14.1,419
2020/1/29 19:00,982.44,3.73,278.3,-1.4,69.02,7.98,5.51,2.47,3.5,5.61,1233.41,2.98,6.25,254.1,0,0,0,0,0,14.01,419.3
2020/1/29 19:10,982.61,3.71,278.26,-1.47,68.76,7.97,5.48,2.49,3.48,5.58,1233.72,2.33,4.01,247.5,0,0,0,0,0,13.9,419.3
2020/1/29 19:20,982.78,3.74,278.28,-1.52,68.37,7.99,5.46,2.53,3.46,5.56,1233.82,2.64,4.83,248.9,0,0,0,0,0,13.81,419.4
2020/1/29 19:30,983.08,3.82,278.34,-1.54,67.89,8.03,5.45,2.58,3.46,5.55,1233.84,3.56,4.97,256.3,0,0,0,0,0,13.74,419.6
2020/1/29 19:40,983.18,3.83,278.33,-1.52,67.95,8.04,5.46,2.58,3.46,5.55,1233.94,3.37,5.43,243.1,0,0,0,0,0,13.68,419.8
2020/1/29 19:50,983.24,3.69,278.19,-1.43,69.06,7.96,5.5,2.46,3.49,5.59,1234.59,3.35,6.65,239.4,0,0,0,0,0,13.62,419.7
2020/1/29 20:00,983.48,3.59,278.08,-1.38,69.83,7.91,5.52,2.39,3.5,5.61,1235.32,3.05,5.61,250.4,0,0,0,0,0,13.55,419.7
2020/1/29 20:10,983.71,3.56,278.02,-1.38,70,7.89,5.52,2.37,3.5,5.61,1235.77,2.34,4.53,235.2,0,0,0,0,0,13.48,419.8
2020/1/29 20:20,983.86,3.58,278.03,-1.38,69.88,7.9,5.52,2.38,3.5,5.61,1235.85,3.21,5.19,244,0,0,0,0,0,13.42,419.7
2020/1/29 20:30,984.11,3.57,278,-1.41,69.77,7.89,5.51,2.39,3.49,5.6,1236.24,2.84,7.41,249.5,0,0,0,0,0,13.37,419.7
2020/1/29 20:40,984.29,3.55,277.97,-1.46,69.63,7.88,5.49,2.39,3.48,5.58,1236.54,2.49,7.33,246.1,0,0,0,0,0,13.32,419.8
2020/1/29 20:50,984.43,3.66,278.07,-1.47,69,7.95,5.48,2.46,3.47,5.57,1236.22,2.71,5.53,240.6,0,0,0,0,0,13.27,419.9
2020/1/29 21:00,984.57,3.73,278.13,-1.43,68.87,7.99,5.5,2.49,3.48,5.59,1236.08,2.92,5.69,245.2,0,0,0,0,0,13.24,419.8
2020/1/29 21:10,984.76,3.7,278.08,-1.37,69.33,7.97,5.52,2.44,3.5,5.61,1236.44,2.07,4.01,234.6,0,0,0,0,0,13.23,420.2
2020/1/29 21:20,984.88,3.55,277.91,-1.37,70.1,7.88,5.52,2.36,3.5,5.61,1237.3,1.8,5.09,225.1,0,0,0,0,0,13.24,420.2
2020/1/29 21:30,984.94,3.36,277.72,-1.34,71.2,7.78,5.54,2.24,3.5,5.62,1238.2,3.12,6.41,239.8,0,0,0,0,0,13.27,420.2
2020/1/29 21:40,985.03,3.25,277.6,-1.29,72,7.72,5.56,2.16,3.52,5.64,1238.8,1.94,4.29,235.8,0,0,0,0,0,13.28,420.5
2020/1/29 21:50,985.17,3.17,277.52,-1.27,72.5,7.67,5.56,2.11,3.52,5.65,1239.31,2.52,4.61,240,0,0,0,0,0,13.25,420.6
2020/1/29 22:00,985.37,3.11,277.44,-1.31,72.6,7.64,5.55,2.09,3.51,5.63,1239.84,2.28,4.21,235,0,0,0,0,0,13.21,420.7
2020/1/29 22:10,985.46,3.01,277.33,-1.37,72.8,7.59,5.52,2.06,3.49,5.61,1240.41,2.4,4.69,238.1,0,0,0,0,0,13.15,420.7
2020/1/29 22:20,985.62,2.94,277.24,-1.4,73,7.55,5.51,2.04,3.48,5.59,1240.96,2.26,5.85,228.3,0,0,0,0,0,13.08,420.8
2020/1/29 22:30,985.8,2.93,277.22,-1.42,73,7.54,5.5,2.04,3.48,5.58,1241.24,2.66,4.93,232.1,0,0,0,0,0,13.01,420.7
2020/1/29 22:40,985.89,3,277.29,-1.42,72.6,7.58,5.5,2.08,3.48,5.58,1241.01,1.72,3.73,224.4,0,0,0,0,0,12.94,420.9
2020/1/29 22:50,985.94,2.98,277.26,-1.48,72.4,7.57,5.48,2.09,3.46,5.56,1241.19,1.91,3.65,229.8,0,0,0,0,0,12.89,420.7
2020/1/29 23:00,986,3.04,277.32,-1.51,71.9,7.6,5.47,2.14,3.46,5.54,1240.99,2.21,4.09,228,0,0,0,0,0,12.88,420.8
2020/1/29 23:10,986.06,3.01,277.28,-1.54,71.9,7.58,5.45,2.13,3.45,5.53,1241.23,1.49,3.04,230.1,0,0,0,0,0,12.88,420.7
2020/1/29 23:20,985.99,2.98,277.25,-1.56,72,7.57,5.45,2.12,3.44,5.53,1241.29,2.19,4.33,225.2,0,0,0,0,0,12.88,420.8
2020/1/29 23:30,986.07,2.96,277.23,-1.57,72,7.56,5.44,2.12,3.44,5.52,1241.47,1.71,3.97,233,0,0,0,0,0,12.88,420.7
2020/1/29 23:40,986.15,3.02,277.28,-1.59,71.6,7.59,5.44,2.16,3.44,5.51,1241.29,1.92,5.21,235.8,0,0,0,0,0,12.88,420.5
2020/1/29 23:50,986.26,3.04,277.29,-1.61,71.4,7.6,5.43,2.17,3.43,5.5,1241.37,1.58,2.8,235.4,0,0,0,0,0,12.86,420.4
2020/1/30 0:00,986.43,3.03,277.27,-1.59,71.5,7.6,5.43,2.17,3.43,5.51,1241.59,1.56,3.93,237.7,0,0,0,0,0,12.83,420.6
2020/1/30 0:10,986.55,3.11,277.34,-1.56,71.3,7.64,5.45,2.19,3.44,5.52,1241.41,2.18,4.51,237.5,0,0,0,0,0,12.81,421.8
2020/1/30 0:20,986.62,3.24,277.46,-1.49,71,7.71,5.47,2.24,3.46,5.55,1240.89,1.66,4.01,229.5,0,0,0,0,0,12.78,421.7
2020/1/30 0:30,986.68,3.2,277.43,-1.45,71.4,7.69,5.49,2.2,3.47,5.57,1241.11,1.76,3.08,228,0,0,0,0,0,12.74,421.7
2020/1/30 0:40,986.67,3.22,277.44,-1.39,71.6,7.7,5.51,2.19,3.48,5.59,1241,0.79,1.88,197.3,0,0,0,0,0,12.73,421.7
2020/1/30 0:50,986.7,3.18,277.4,-1.38,71.9,7.68,5.52,2.16,3.49,5.59,1241.24,0.75,1.54,104.2,0,0,0,0,0,12.76,421.9
